ioc,threat_type,threat_type_desc,ioc_type,ioc_type_desc,malware,malware_printable,malware_alias,malware_malpedia,confidence_level,first_seen,last_seen,reference,reporter
45.56.67.65:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-15 05:55:49 UTC,,https://search.censys.io/hosts/45.56.67.65,dyingbreeds_
144.24.203.92:5000,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-15 05:55:48 UTC,,https://search.censys.io/hosts/144.24.203.92,dyingbreeds_
139.162.8.226:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-15 05:55:48 UTC,,https://search.censys.io/hosts/139.162.8.226,dyingbreeds_
sso.demoforecl.in,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-15 05:55:47 UTC,,https://search.censys.io/hosts/95.179.141.132+sso.demoforecl.in,dyingbreeds_
ec2-52-74-224-241.ap-southeast-1.compute.amazonaws.com,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),apk.hook,Hook,,https://malpedia.caad.fkie.fraunhofer.de/details/apk.hook,100,2025-02-15 05:55:47 UTC,,https://search.censys.io/hosts/52.74.224.241+ec2-52-74-224-241.ap-southeast-1.compute.amazonaws.com,dyingbreeds_
softdaqwn.cyou,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:45 UTC,,,anonymous
truefbloom.cyou,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:44 UTC,,,anonymous
urbantraoil.cyou,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:44 UTC,,,anonymous
softpafthway.cyou,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:43 UTC,,,anonymous
zengardxen.cyou,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:42 UTC,,,anonymous
skywarddnream.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:42 UTC,,,DaveLikesMalwre
flourishpyoint.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:42 UTC,,,DaveLikesMalwre
swafeharbor.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:41 UTC,,,DaveLikesMalwre
joyfulnhest.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:41 UTC,,,DaveLikesMalwre
hoarmonynest.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:41 UTC,,,DaveLikesMalwre
purehnorizon.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:40 UTC,,,DaveLikesMalwre
echhopoint.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:40 UTC,,,DaveLikesMalwre
www.assignmenttelevision.info,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:40 UTC,,,DaveLikesMalwre
wisyefuture.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:39 UTC,,,DaveLikesMalwre
minndfulpath.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:38 UTC,,,DaveLikesMalwre
viytalburst.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:38 UTC,,,DaveLikesMalwre
motivaotedsoul.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:38 UTC,,,DaveLikesMalwre
imoaginesphere.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:37 UTC,,,DaveLikesMalwre
elevatemyind.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:36 UTC,,,DaveLikesMalwre
kindsprohut.top,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:35 UTC,,,DaveLikesMalwre
grzeenbreeze.cyou,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:34 UTC,,,anonymous
https://check.qahov.icu/gkcxv.google,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-15 05:55:33 UTC,,,anonymous
boldquestq.cyou,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:33 UTC,,,anonymous
calmquzest.cyou,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:33 UTC,,,anonymous
https://quiwetwaveso.top/api,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-15 05:55:32 UTC,,,anonymous
124.71.228.177:9991,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.chaos,Chaos,"FakeRyuk,RyukJoke,Yashma",https://malpedia.caad.fkie.fraunhofer.de/details/win.chaos,100,2025-02-15 05:55:31 UTC,,,antiphishorg
https://check.limev.icu/gkcxv.google,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-15 05:55:30 UTC,,,anonymous
check.qahov.icu,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),domain,Domain name that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-15 05:55:30 UTC,,,threatcat_ch
96.9.124.130:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.latrodectus,Latrodectus,"BLACKWIDOW,IceNova,Latrodectus,Lotus",https://malpedia.caad.fkie.fraunhofer.de/details/win.latrodectus,75,2025-02-15 04:01:52 UTC,,,Rony
194.85.251.38:8080,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),elf.bashlite,Bashlite,"gayfgt,Gafgyt,qbot,torlus,lizkebab",https://malpedia.caad.fkie.fraunhofer.de/details/elf.bashlite,100,2025-02-15 04:01:11 UTC,,https://search.censys.io/hosts/194.85.251.38,DonPasci
18.118.47.63:4840,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.netsupportmanager_rat,NetSupportManager RAT,NetSupport,https://malpedia.caad.fkie.fraunhofer.de/details/win.netsupportmanager_rat,100,2025-02-15 04:00:57 UTC,,https://search.censys.io/hosts/18.118.47.63,DonPasci
hook.dayangpay.com,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),apk.hook,Hook,,https://malpedia.caad.fkie.fraunhofer.de/details/apk.hook,100,2025-02-15 04:00:52 UTC,,https://search.censys.io/hosts/104.26.11.119+hook.dayangpay.com,DonPasci
191.96.207.75:2004,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.asyncrat,AsyncRAT,,https://malpedia.caad.fkie.fraunhofer.de/details/win.asyncrat,100,2025-02-15 04:00:48 UTC,,https://search.censys.io/hosts/191.96.207.75,DonPasci
181.41.194.91:6004,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.asyncrat,AsyncRAT,,https://malpedia.caad.fkie.fraunhofer.de/details/win.asyncrat,100,2025-02-15 04:00:48 UTC,,https://search.censys.io/hosts/181.41.194.91,DonPasci
193.23.3.29:2404,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.remcos,Remcos,"RemcosRAT,Remvio,Socmer",https://malpedia.caad.fkie.fraunhofer.de/details/win.remcos,100,2025-02-15 04:00:31 UTC,,https://search.censys.io/hosts/193.23.3.29,DonPasci
47.239.165.225:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-15 04:00:17 UTC,,https://search.censys.io/hosts/47.239.165.225,DonPasci
95.179.141.132:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-15 04:00:16 UTC,,https://search.censys.io/hosts/95.179.141.132,DonPasci
52.71.181.100:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-15 02:47:45 UTC,,,abuse_ch
40.112.213.212:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-15 02:47:32 UTC,,,abuse_ch
18.130.134.61:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-15 02:47:19 UTC,,,abuse_ch
ega.serveblog.net,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-15 02:46:45 UTC,,,abuse_ch
cld.cnkalciwcm.online,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-15 02:46:44 UTC,,,abuse_ch
24.152.38.77:481,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.njrat,NjRAT,"Bladabindi,Lime-Worm",https://malpedia.caad.fkie.fraunhofer.de/details/win.njrat,100,2025-02-15 01:45:10 UTC,,,abuse_ch
http://a1083519.xsph.ru/351a63c9.php,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.dcrat,DCRat,DarkCrystal RAT,https://malpedia.caad.fkie.fraunhofer.de/details/win.dcrat,100,2025-02-15 00:40:10 UTC,,,abuse_ch
91.209.135.199:4000,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-15 00:01:15 UTC,,https://search.censys.io/hosts/91.209.135.199,DonPasci
201.43.52.170:8081,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.havoc,Havoc,Havokiz,https://malpedia.caad.fkie.fraunhofer.de/details/win.havoc,100,2025-02-15 00:01:02 UTC,,https://search.censys.io/hosts/201.43.52.170,DonPasci
78.135.93.218:8443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.havoc,Havoc,Havokiz,https://malpedia.caad.fkie.fraunhofer.de/details/win.havoc,100,2025-02-15 00:01:01 UTC,,https://search.censys.io/hosts/78.135.93.218,DonPasci
88.80.148.30:1604,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.quasar_rat,Quasar RAT,"CinaRAT,QuasarRAT,Yggdrasil",https://malpedia.caad.fkie.fraunhofer.de/details/win.quasar_rat,100,2025-02-15 00:00:59 UTC,,https://search.censys.io/hosts/88.80.148.30,DonPasci
18.143.214.68:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),apk.hook,Hook,,https://malpedia.caad.fkie.fraunhofer.de/details/apk.hook,100,2025-02-15 00:00:58 UTC,,https://search.censys.io/hosts/18.143.214.68,DonPasci
52.74.224.241:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),apk.hook,Hook,,https://malpedia.caad.fkie.fraunhofer.de/details/apk.hook,100,2025-02-15 00:00:58 UTC,,https://search.censys.io/hosts/52.74.224.241,DonPasci
191.96.207.227:8888,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.asyncrat,AsyncRAT,,https://malpedia.caad.fkie.fraunhofer.de/details/win.asyncrat,100,2025-02-15 00:00:55 UTC,,https://search.censys.io/hosts/191.96.207.227,DonPasci
45.133.180.154:8808,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.asyncrat,AsyncRAT,,https://malpedia.caad.fkie.fraunhofer.de/details/win.asyncrat,100,2025-02-15 00:00:54 UTC,,https://search.censys.io/hosts/45.133.180.154,DonPasci
206.123.152.48:3191,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.remcos,Remcos,"RemcosRAT,Remvio,Socmer",https://malpedia.caad.fkie.fraunhofer.de/details/win.remcos,100,2025-02-15 00:00:38 UTC,,https://search.censys.io/hosts/206.123.152.48,DonPasci
172.111.216.71:2404,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.remcos,Remcos,"RemcosRAT,Remvio,Socmer",https://malpedia.caad.fkie.fraunhofer.de/details/win.remcos,100,2025-02-15 00:00:37 UTC,,https://search.censys.io/hosts/172.111.216.71,DonPasci
172.111.137.68:2889,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.remcos,Remcos,"RemcosRAT,Remvio,Socmer",https://malpedia.caad.fkie.fraunhofer.de/details/win.remcos,100,2025-02-15 00:00:37 UTC,,https://search.censys.io/hosts/172.111.137.68,DonPasci
176.65.141.64:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.remcos,Remcos,"RemcosRAT,Remvio,Socmer",https://malpedia.caad.fkie.fraunhofer.de/details/win.remcos,100,2025-02-15 00:00:36 UTC,,https://search.censys.io/hosts/176.65.141.64,DonPasci
51.15.15.47:8443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-15 00:00:24 UTC,,https://search.censys.io/hosts/51.15.15.47,DonPasci
147.185.221.25:51413,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.njrat,NjRAT,"Bladabindi,Lime-Worm",https://malpedia.caad.fkie.fraunhofer.de/details/win.njrat,100,2025-02-14 22:55:13 UTC,,,abuse_ch
180.76.138.238:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,75,2025-02-14 22:47:31 UTC,,,abuse_ch
96.28.226.110:8080,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-14 20:46:47 UTC,,,abuse_ch
79.119.16.118:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.qakbot,QakBot,"Oakboat,Pinkslipbot,Qbot,Quakbot",https://malpedia.caad.fkie.fraunhofer.de/details/win.qakbot,75,2025-02-14 20:46:22 UTC,,,abuse_ch
78.183.223.200:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.qakbot,QakBot,"Oakboat,Pinkslipbot,Qbot,Quakbot",https://malpedia.caad.fkie.fraunhofer.de/details/win.qakbot,75,2025-02-14 20:46:20 UTC,,,abuse_ch
70.31.125.162:2222,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.qakbot,QakBot,"Oakboat,Pinkslipbot,Qbot,Quakbot",https://malpedia.caad.fkie.fraunhofer.de/details/win.qakbot,75,2025-02-14 20:46:16 UTC,,,abuse_ch
3.131.99.8:35798,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.netsupportmanager_rat,NetSupportManager RAT,NetSupport,https://malpedia.caad.fkie.fraunhofer.de/details/win.netsupportmanager_rat,75,2025-02-14 20:45:19 UTC,,,abuse_ch
189.140.12.177:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.qakbot,QakBot,"Oakboat,Pinkslipbot,Qbot,Quakbot",https://malpedia.caad.fkie.fraunhofer.de/details/win.qakbot,75,2025-02-14 20:44:35 UTC,,,abuse_ch
178.17.170.139:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.sliver,Sliver,,https://malpedia.caad.fkie.fraunhofer.de/details/win.sliver,75,2025-02-14 20:44:09 UTC,,,abuse_ch
163.172.178.82:40056,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.havoc,Havoc,Havokiz,https://malpedia.caad.fkie.fraunhofer.de/details/win.havoc,75,2025-02-14 20:43:56 UTC,,,abuse_ch
103.27.186.143:8888,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.sliver,Sliver,,https://malpedia.caad.fkie.fraunhofer.de/details/win.sliver,75,2025-02-14 20:43:09 UTC,,,abuse_ch
89.185.80.159:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.danabot,DanaBot,,https://malpedia.caad.fkie.fraunhofer.de/details/win.danabot,100,2025-02-14 20:05:12 UTC,,,abuse_ch
89.185.80.87:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.danabot,DanaBot,,https://malpedia.caad.fkie.fraunhofer.de/details/win.danabot,100,2025-02-14 20:05:11 UTC,,,abuse_ch
89.185.80.116:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.danabot,DanaBot,,https://malpedia.caad.fkie.fraunhofer.de/details/win.danabot,100,2025-02-14 20:05:08 UTC,,,abuse_ch
85.239.54.183:7833,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.bianlian,BianLian,,https://malpedia.caad.fkie.fraunhofer.de/details/win.bianlian,100,2025-02-14 20:01:19 UTC,,https://search.censys.io/hosts/85.239.54.183,DonPasci
46.243.7.173:8080,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.bianlian,BianLian,,https://malpedia.caad.fkie.fraunhofer.de/details/win.bianlian,100,2025-02-14 20:01:19 UTC,,https://search.censys.io/hosts/46.243.7.173,DonPasci
209.141.32.15:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),elf.moobot,MooBot,,https://malpedia.caad.fkie.fraunhofer.de/details/elf.moobot,100,2025-02-14 20:01:05 UTC,,https://search.censys.io/hosts/209.141.32.15,DonPasci
13.56.182.60:8037,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.netsupportmanager_rat,NetSupportManager RAT,NetSupport,https://malpedia.caad.fkie.fraunhofer.de/details/win.netsupportmanager_rat,100,2025-02-14 20:00:56 UTC,,https://search.censys.io/hosts/13.56.182.60,DonPasci
190.89.245.97:3000,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.dcrat,DCRat,DarkCrystal RAT,https://malpedia.caad.fkie.fraunhofer.de/details/win.dcrat,100,2025-02-14 20:00:55 UTC,,https://search.censys.io/hosts/190.89.245.97,DonPasci
207.174.28.89:8888,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-14 20:00:44 UTC,,https://search.censys.io/hosts/207.174.28.89,DonPasci
185.157.162.168:1990,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.remcos,Remcos,"RemcosRAT,Remvio,Socmer",https://malpedia.caad.fkie.fraunhofer.de/details/win.remcos,100,2025-02-14 20:00:28 UTC,,https://search.censys.io/hosts/185.157.162.168,DonPasci
162.33.178.61:5000,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.remcos,Remcos,"RemcosRAT,Remvio,Socmer",https://malpedia.caad.fkie.fraunhofer.de/details/win.remcos,100,2025-02-14 20:00:27 UTC,,https://search.censys.io/hosts/162.33.178.61,DonPasci
194.163.180.87:4433,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,100,2025-02-14 20:00:15 UTC,,https://search.censys.io/hosts/194.163.180.87,DonPasci
check.limev.icu,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),domain,Domain name that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-14 19:18:46 UTC,,,threatcat_ch
181.49.105.59:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,75,2025-02-14 19:16:26 UTC,,https://bazaar.abuse.ch/sample/29ab17e91744c5e639dbfa1a84deb66eb30582b28e78dc8a7181ba90426dcd23/,abuse_ch
